ID,CallFailure,Complaints,SubscriptionLength,ChargeAmount,SecondsofUse,Frequencyofuse,FrequencyofSMS,DistinctCalledNumbers,AgeGroup,TariffPlan,Status,Age,CustomerValue,Churn
2083,0,0,34,0,0,0,0,0,5,1,1,55,0,0
2084,20,0,29,2,15770,232,0,78,2,1,1,25,720.09,0
2085,1,0,32,2,6660,110,264,31,2,2,1,25,1492.65,0
2086,0,0,34,0,3413,76,0,26,2,1,1,25,157.005,0
2087,0,0,33,0,1360,38,31,18,3,1,2,30,179.92,0
2088,1,0,34,0,2475,47,168,21,2,1,1,25,869.49,0
2089,0,0,25,0,1010,30,186,9,2,2,1,25,883.8,0
2090,0,0,24,0,1263,33,23,66,4,1,1,45,89.9,0
2091,6,0,25,0,395,19,3,5,2,1,2,25,32.13,0
2092,0,0,24,0,520,4,14,1,4,1,2,45,48.1,0
2093,5,0,23,0,920,26,12,11,2,1,1,25,96.57,0
2094,0,0,23,0,2920,55,1,21,3,1,1,30,123,0
2095,0,0,16,0,1390,20,21,12,2,1,1,25,157.95,0
2096,11,0,15,0,6087,135,78,40,1,2,1,15,771.21,0
2097,7,0,13,0,8627,165,66,38,4,1,1,45,384.8,0
2098,3,0,14,2,2547,39,24,17,3,1,1,30,199.44,0
2099,0,0,7,0,4085,34,208,8,3,1,1,30,996.76,0
2100,0,0,7,0,1182,13,0,5,2,1,1,25,53.775,1
2101,13,0,40,1,4675,77,12,19,3,1,1,30,238.08,0
2102,5,0,41,0,623,11,14,6,3,1,2,30,81.36,0
2103,15,0,39,1,2758,66,366,26,3,1,1,30,1576.96,0
2104,15,0,40,1,4503,72,8,37,1,1,1,15,295.625,0
2105,8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0
2106,16,0,40,2,4080,88,39,30,3,1,1,30,322.72,0
2107,9,0,40,1,2665,45,292,20,3,1,1,30,1276.4,0
2108,18,0,39,3,9420,127,151,45,3,1,1,30,985.88,0
2109,12,0,40,1,14078,175,7,46,3,1,1,30,598.12,0
2110,12,0,40,2,4820,89,9,27,3,1,1,30,232.36,0
2111,11,0,40,1,6223,101,14,14,3,1,1,30,308.96,0
2112,14,1,40,0,2543,60,15,19,3,1,2,30,164.12,0
2113,30,0,40,4,15445,231,61,34,3,2,1,30,871.04,0
2114,9,0,40,2,3400,33,490,10,3,1,1,30,2097.32,0
2115,14,0,39,1,15790,188,157,32,2,1,1,25,1425.51,0
2116,8,0,39,2,6805,92,193,28,3,1,1,30,1047.88,0
2117,5,0,39,0,1180,20,7,13,2,1,2,25,85.5,0
2118,7,0,40,0,1015,20,20,10,3,1,2,30,121.4,0
2119,5,0,39,0,305,6,7,2,2,1,2,25,45.495,1
2120,8,0,39,1,7813,133,391,45,3,1,1,30,1881.84,0
2121,12,0,39,2,11770,160,18,49,4,1,1,45,343.25,0
2122,13,0,39,2,7023,81,115,39,2,1,1,25,837.18,0
2123,28,0,35,0,1260,53,23,19,3,1,2,30,144.52,1
2124,26,0,38,9,10740,99,8,44,5,1,1,55,174.585,0
2125,18,0,38,2,6123,104,33,26,2,1,1,25,428.715,0
2126,6,0,36,1,3145,28,7,16,3,1,1,30,154.92,0
2127,14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1
2128,14,1,38,0,2573,50,41,33,4,1,2,45,168.075,1
2129,5,0,38,0,438,8,7,4,3,1,2,30,45.84,1
2130,6,0,38,1,1973,31,7,8,4,1,1,45,67.6,0
2131,8,0,35,2,7090,103,21,24,5,1,1,55,139.395,0
2132,5,0,38,0,933,13,16,6,4,1,2,45,63.65,1
2133,5,0,38,2,643,10,11,4,5,1,1,55,26.295,0
2134,30,0,33,4,16380,244,7,82,2,2,1,25,779.58,0
2135,11,0,36,4,7270,122,278,35,3,2,1,30,1407.68,0
2136,7,0,38,1,4023,88,9,30,3,1,1,30,200.44,0
2137,8,0,37,0,1970,50,45,22,3,1,2,30,260.8,0
2138,11,0,38,1,3085,59,182,25,2,1,1,25,960.48,0
2139,9,0,29,2,1620,42,200,13,3,2,1,30,866.48,0
2140,9,0,28,1,1873,45,37,70,5,1,1,55,84.27,0
2141,16,0,29,0,1005,31,17,9,3,1,2,30,109.44,0
2142,5,0,28,0,1130,16,28,5,4,1,2,45,98.65,0
2143,15,0,27,1,1530,38,26,15,2,1,1,25,187.56,0
2144,7,0,27,1,3530,67,15,25,3,1,1,30,203.88,0
2145,7,0,20,1,2000,32,35,16,3,1,1,30,221.28,0
2146,21,0,19,2,6698,147,92,44,2,2,1,25,722.025,0
2147,17,0,17,1,9238,177,80,42,5,1,1,55,261.225,0
2148,13,0,18,4,3158,51,38,21,3,2,1,30,280.36,0
2149,7,0,11,2,4695,46,222,12,3,1,1,30,1077.64,0
2150,8,1,11,2,1793,25,7,9,3,1,1,30,100.72,1
2151,16,0,42,2,4735,80,17,21,3,1,1,30,260.6,0
2152,8,0,43,2,683,14,19,8,3,1,1,30,103.88,0
2153,18,0,41,2,2818,69,371,28,3,1,1,30,1599.48,0
2154,18,0,42,2,4563,75,13,39,1,1,1,15,326.59,0
2155,11,0,42,2,2758,67,14,37,2,1,1,25,190.125,0
2156,19,0,42,3,4140,91,44,32,3,1,1,30,345.24,0
2157,12,0,42,2,2725,48,297,22,4,1,1,45,811.825,0
2158,21,0,41,4,9480,130,156,47,3,1,1,30,1008.4,0
2159,15,0,42,2,14138,178,12,48,3,1,1,30,620.64,0
2160,15,0,42,3,4880,92,14,29,4,1,1,45,159.3,0
2161,14,0,42,2,6283,104,19,16,3,1,1,30,331.48,0
2162,17,0,42,2,2603,63,20,21,4,1,1,45,116.65,0
2163,33,0,42,5,15505,234,66,36,3,2,1,30,893.56,0
2164,12,0,42,3,3460,36,495,12,4,1,1,45,1324.9,0
2165,17,0,41,2,15850,191,162,34,2,1,1,25,1450.845,0
2166,11,0,41,3,6865,95,198,30,3,1,1,30,1070.4,0
2167,8,0,41,2,1240,23,12,15,2,1,1,25,110.835,0
2168,10,0,42,2,1075,23,25,12,3,1,1,30,143.92,0
2169,8,0,41,2,365,9,12,4,3,1,1,30,62.96,1
2170,11,0,41,2,7873,136,396,47,3,1,1,30,1904.36,0
2171,15,0,41,3,11830,163,23,51,4,1,1,45,357.325,0
2172,16,0,41,3,7083,84,120,41,2,1,1,25,862.515,0
2173,31,1,37,2,1320,56,28,21,3,1,1,30,167.04,1
2174,29,1,40,10,10800,102,13,46,5,2,1,55,183.03,0
2175,21,0,40,3,6183,107,38,28,3,1,1,30,403.6,0
2176,9,0,38,2,3205,31,12,18,3,1,1,30,177.44,0
2177,17,1,39,2,3355,50,21,20,3,1,1,30,220.2,1
2178,17,0,40,2,2633,53,46,35,4,1,1,45,182.15,1
2179,8,0,40,2,498,11,12,6,3,1,1,30,68.36,1
2180,9,0,40,2,2033,34,12,10,4,1,1,45,81.675,0
2181,11,0,37,3,7150,106,26,26,5,1,1,55,147.84,0
2182,8,1,40,2,993,16,21,8,4,1,1,45,77.725,1
2183,8,0,40,3,703,13,16,6,5,1,1,55,34.74,0
2184,33,0,35,5,16440,247,12,84,2,2,1,25,804.915,0
2185,14,0,38,5,7330,125,283,37,3,2,1,30,1430.2,0
2186,10,0,40,2,4083,91,14,32,3,1,1,30,222.96,0
2187,11,0,39,2,2030,53,50,24,4,1,1,45,177.075,0
2188,14,0,40,2,3145,62,187,27,2,1,1,25,985.815,0
2189,12,0,31,3,1680,45,205,15,3,2,1,30,889,0
2190,12,0,30,2,1933,48,42,72,5,1,1,55,92.715,0
2191,19,0,31,2,1065,34,22,11,3,1,1,30,131.96,0
2192,8,0,30,2,1190,19,33,7,4,1,1,45,112.725,0
2193,18,0,29,2,1590,41,31,17,2,1,1,25,212.895,0
2194,10,0,29,2,3590,70,20,27,3,1,1,30,226.4,0
2195,10,0,22,2,2060,35,40,18,3,1,1,30,243.8,0
2196,24,0,21,3,6758,150,97,46,2,2,1,25,747.36,0
2197,20,0,19,2,9298,180,85,44,5,1,1,55,269.67,0
2198,16,0,20,5,3218,54,43,23,3,2,1,30,302.88,0
2199,10,0,13,3,4755,49,227,14,3,1,1,30,1100.16,0
